63872,63299,1082
134486,133647,1405
134486,135868,728
134486,137387,1627
208918,58434,1450
208918,212254,508
231045,36184,1881
231045,83149,836
330384,135474,1729
330384,138801,1663
357849,163066,1383
357849,165538,567
357849,166271,619
409206,214654,1524
421394,201808,1413
421394,229209,655
421394,230553,977
465237,157632,1585
465237,249695,1193
563343,255810,1857
563343,257957,755
576933,241503,1610
576933,274182,1945
674020,338739,1130
674020,341218,747
674020,343187,1333
728773,393494,1498
752508,369217,1215
752508,419417,617
752508,420184,611
816560,305206,1053
816560,436281,1774
827907,316444,1365
827907,318701,953
914986,228848,1421
914986,407189,779
926222,217143,1505
926222,241728,825
926222,243920,1360
991934,282935,1539
1048502,339778,1470
1048502,341717,515
1048502,343290,771
1125453,416816,1087
1125453,419796,1866
1149781,391605,1486
1149781,442948,800
1238690,480533,1529
1238690,484857,1987
1264614,506383,1882
1264614,509068,638
1264614,511265,1724
1289013,481425,1231
1321043,449230,1399
1321043,515128,520
1321043,517070,1284
1407546,362508,1513
1407546,540391,1162
1426041,381259,1655
1426041,383490,506
1466047,421077,1388
1466047,424532,969
1556967,511976,1769
1556967,514502,535
1556967,515426,1666
1639155,429087,1651
1668743,458415,1668
1668743,461195,580
1668743,462572,1391
1743593,533330,1787
1743593,536651,1465
1775019,564779,1384
1775019,567524,988
1803111,536053,1606
1803111,596832,826
1815026,547765,1414
1815026,549953,800
1815026,551632,1843
1841918,574521,1554
1912176,644834,1573
1912176,647263,543
1912176,649449,959
2009713,546398,1896
2009713,746443,1834
2085216,622296,1225
2085216,624631,550
2146167,683127,1317
2146167,687201,1402
2195229,732034,1410
2195229,734171,804
2195229,735045,839
2252128,674593,1180
2292202,634452,1294
2292202,716956,995
2292202,717608,1422
2326795,668706,1840
2326795,672084,1516
2357558,699900,1323
2357558,701432,953
2379582,721541,1566
2379582,725055,876
2459596,640533,1804
2459596,803677,936
2459596,805623,1638
2546914,553554,1366
2595513,601980,1439
2595513,604655,724
2595513,605827,915
2619525,626082,1625
2619525,629853,1455
2644834,651370,1421
2644834,653850,860
2716975,578276,1773
2716975,726958,753
2816428,478885,1612
2816428,680543,801
2816428,681578,1437
2874885,537699,1137
2953390,458378,1447
2953390,618179,588
2953390,620639,646
3019156,392450,1613
3019156,527919,1511
3067241,440809,1386
3067241,442589,538
3104446,478077,1587
3104446,482379,693
